business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Indranil Classes – Physics & Mathematics,NEET and JEE Coaching Center,Coaching Center,Coaching Center,700131,West Bengal Circle,Kolkata Region,Barasat Division,"Newbarrackpur SO, Aharampur BO, Kodalia Agapur BO",N/A,N/A,5.0,5.0,"Bisharpara Sta Rd, Naba Jiban, Birati, Kolkata, West Bengal 700158","Naba Jiban, Birati",22.6756353,88.4376231,ChIJj2YFC1uf-DkRTCzjubOWiGc,https://www.google.com/maps/place/?q=place_id:ChIJj2YFC1uf-DkRTCzjubOWiGc,part_315,2026-09-20 20:20:27
"ALLEN Career Institute - Central Kolkata Campus, Minto Park | IIT JEE, NEET & Foundation",NEET and JEE Coaching Center,Coaching Center,"Coaching Center, Educational institution",700131,West Bengal Circle,Kolkata Region,Barasat Division,"Newbarrackpur SO, Aharampur BO, Kodalia Agapur BO",+91 95136 68181,https://www.allen.ac.in/kolkata/?utm_source=GMB&utm_medium=Organic&utm_campaign=ALLEN_Career_Institute_Central_Kolkata_Campus_Minto_Park,4.7,202.0,"No 225, AJC Bose Rd, nearby Park Prime Hotel, Sreepally, Ballygunge, Kolkata, West Bengal 700020","Sreepally, Ballygunge",22.5408628,88.3572032,ChIJV5hGbAB3AjoR6nSh8z-MDHk,https://www.google.com/maps/place/?q=place_id:ChIJV5hGbAB3AjoR6nSh8z-MDHk,part_315,2026-09-20 20:20:27
"Physics Wallah Vidyapeeth Coaching Center New Town | IIT JEE, NEET & Foundation Classes",NEET and JEE Coaching Center,Coaching Center,"Coaching Center, Education center, Educational consultant, Educational institution, Learning center, Private Tutor, Studying center, Training center, Tutoring service",700131,West Bengal Circle,Kolkata Region,Barasat Division,"Newbarrackpur SO, Aharampur BO, Kodalia Agapur BO",+91 80 4568 2593,https://www.pw.live/offline-centres/batches/vidyapeeth/kolkata-wb/kolkata---newtown-vidyapeeth-372067,4.5,,"Panasia House, Mahishgote 1st Ln, near Union Bank Ramdhenu Complex, opp. Coal India, Mohishgot, Action Area I, Newtown, Kolkata, West Bengal 700107","Mohishgot, Action Area I, Newtown",22.580794599999997,88.44586269999999,ChIJWSD0aq91AjoRsM0aM3bNpQ8,https://www.google.com/maps/place/?q=place_id:ChIJWSD0aq91AjoRsM0aM3bNpQ8,part_315,2026-09-20 20:20:28
"Physics Wallah Vidyapeeth Kolkata Kasba | IIT JEE, NEET & Foundation Classes",NEET and JEE Coaching Center,Coaching Center,"Coaching Center, Education center, Educational consultant, Educational institution, Learning center, Private Tutor, Studying center, Training center, Tutoring service",700131,West Bengal Circle,Kolkata Region,Barasat Division,"Newbarrackpur SO, Aharampur BO, Kodalia Agapur BO",+91 80 4568 2556,https://www.pw.live/offline-centres/batches/vidyapeeth/kolkata-wb/kolkata---gariahat-vidyapeeth-305244,4.3,,"13, Jamir Ln, Ekdalia, Ballygunge, Kolkata, West Bengal 700019","Ekdalia, Ballygunge",22.521700799999998,88.37112359999999,ChIJx2PYEJh3AjoRLI1tDqZJoHE,https://www.google.com/maps/place/?q=place_id:ChIJx2PYEJh3AjoRLI1tDqZJoHE,part_315,2026-09-20 20:20:28
"Physics Wallah Vidyapeeth Coaching Center Kolkata Baruipur | IIT JEE, NEET & Foundation",NEET and JEE Coaching Center,Coaching Center,"Coaching Center, Education center, Educational consultant, Educational institution, Learning center, Private Tutor, Studying center, Training center, Tutoring service",700131,West Bengal Circle,Kolkata Region,Barasat Division,"Newbarrackpur SO, Aharampur BO, Kodalia Agapur BO",+91 80 4568 2631,https://www.pw.live/offline-centres/batches/vidyapeeth/kolkata-wb/kolkata---baruipur-107229,4.7,,"1st & 2nd Floor, Alvina Complex, Dakshin Gobindopur, Baruipur, Kolkata, West Bengal 700145",Dakshin Gobindopur,22.384228399999998,88.4205258,ChIJ1RbACrFtAjoRmJ7qJ7ufHVo,https://www.google.com/maps/place/?q=place_id:ChIJ1RbACrFtAjoRmJ7qJ7ufHVo,part_315,2026-09-20 20:20:28
