business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Deekshaa Study Centre (Since 2010) for SSC | Rail | Bank | WBPSC | Others | Howrah No.1,Competitive Exam Coaching (UPSC/Banking),Coaching Center,"Coaching Center, Career guidance service",700143,West Bengal Circle,Kolkata Region,South Presidency Division,Sarkarpool SO,+91 94332 22375,https://www.deekshaastudycentre.in/,4.9,,"Chamrail, Howrah, West Bengal 711114",Chamrail,22.64145,88.2928987,ChIJ27b0mvGC-DkRy84bB8joMPw,https://www.google.com/maps/place/?q=place_id:ChIJ27b0mvGC-DkRy84bB8joMPw,part_315,2026-09-20 20:29:44
