business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"GDM Academy Tollygunge, Kolkata | Digital Marketing Course in Kolkata | Digital Marketing Institute | Video Editing Course",HR Planning and Recruitment,Educational institution,"Educational institution, Training center",700082,West Bengal Circle,Kolkata Region,South Kolkata Division,"Haridevpur SO, KPBazar SO Kolkata",+91 91237 68129,https://gdmacademy.co.in/,4.9,88,"3rd Floor, 148/4, Netaji Subhas Chandra Bose Rd, Tilak Nagar, Regent Park, Kolkata, West Bengal 700040","Tilak Nagar, Regent Park",22.4838019,88.35292,ChIJRRAAYmpxAjoRirz5SHtiDtM,https://www.google.com/maps/place/?q=place_id:ChIJRRAAYmpxAjoRirz5SHtiDtM,part_314,2026-09-20 20:20:44
