business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Recex - Your Reliable Employment Consultant & Recruitment Partner,B2B Appointment-Setting Agencies,Employment consultant,"Employment consultant, Consultant, Employment center, Human resource consulting, Payroll Service Provider, Recruiter, Resume service, Talent agency, Training center, Unemployment office",700036,West Bengal Circle,Kolkata Region,Kolkata North Division,"Baranagar SO, Bengal Immunity SO, Kuthighat Road SO",+91 89785 41234,http://www.recex.co/,4.3,,"Gate No.4, Metro : Rabindra Sadan, Mahavir Apartment Suite No. 603, 6th Floor ; 2, Ashutosh Mukherjee Road, Nearest, Elgin Rd, near P. C. Chandra, Kolkata, West Bengal 700020","Gaza Park, Bhowanipore",22.5380465,88.34649019999999,ChIJjbWNfLt3AjoRGCycpAMQruc,https://www.google.com/maps/place/?q=place_id:ChIJjbWNfLt3AjoRGCycpAMQruc,part_313,2026-09-20 20:21:45
