business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
PRIMAS CAREER MANAGEMENT CONSULTANTS LLP,HR Planning and Recruitment,Human resource consulting,Human resource consulting,700005,West Bengal Circle,Kolkata Region,Kolkata North Division,"Hatkhola SO, Ahiritola SO",+91 33 2554 0069,http://primas.in/,4.3,20,"59, Jatindra Mohan Avenue;1st Flr, Kolkata, West Bengal 700005","Sovabazar, Beniatola",22.5980711,88.3581061,ChIJeYsv3s13AjoRIYl4KpToHCw,https://www.google.com/maps/place/?q=place_id:ChIJeYsv3s13AjoRIYl4KpToHCw,part_312,2026-09-20 20:36:27
