business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Gopala Dairy | Best Quality A2 Organic Milk In Kolkata,Dairy and Milk Parlour,Dairy,"Dairy, Service establishment",700012,West Bengal Circle,Kolkata Region,Kolkata Central Division,"Bowbazar SO Kolkata, Yogayog Bhawan SO, Sankaritola SO",+91 70049 64833,https://gopaladairyfarms.com/,2,,"Gopala Dairy | Best Quality A2 Organic Milk In Kolkata, 700012, India",700012,22.5354274,88.3473528,ChIJIaWUi16CTwERq3Drj8Y_RQY,https://www.google.com/maps/place/?q=place_id:ChIJIaWUi16CTwERq3Drj8Y_RQY,part_312,2026-09-20 20:42:36
