business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Compliance Control (Team of CS, CA & Advocates) || Private Limited Company Registration",Company Registration Consultant,Legal services,Legal services,700029,West Bengal Circle,Kolkata Region,South Kolkata Division,"Sarat Bose Road SO, Rash Behari Avenue SO, Dover Lane SO",+91 94750 94411,https://www.compliancecontrol.in/,5,,"Premises No. 130, B-7, Prince Gulam Hussain Shah Rd, Katju Nagar, Jadavpur, Kolkata, West Bengal 700032","Katju Nagar, Jadavpur",22.4985561,88.36328449999999,ChIJQ7WJMgdxAjoRVCg_JW2HtjE,https://www.google.com/maps/place/?q=place_id:ChIJQ7WJMgdxAjoRVCg_JW2HtjE,part_312,2026-09-20 20:59:17
