business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Digital Jupiter || Digital Marketing training Institute || Digital Marketing Agency || Barasat ||,SEO Consultants,Training center,"Training center, Internet marketing service, Marketing agency, Marketing consultant",700004,West Bengal Circle,Kolkata Region,Kolkata North Division,"Shyambazar Mail SO, RGKar Medical College SO, Ultadanga SO",+91 70080 20973,https://digitaljupiter.in/,5,,"above Levitate Yourself, 15F, Jessore Rd, Barasat, Champadali, more, Kolkata, West Bengal 700037","Barasat, Champadali, more",22.6034263,88.37877209999999,ChIJk-A2Rut3AjoRR_ifqk2dnPU,https://www.google.com/maps/place/?q=place_id:ChIJk-A2Rut3AjoRR_ifqk2dnPU,part_312,2026-09-20 20:35:39
