business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Colour World || Best Paint Shop In Howrah || Best Contractor In Howrah,Paint and Putty Dealer,Paint store,"Paint store, Paintings store",700023,West Bengal Circle,Kolkata Region,Alipore H.O Division,"Raja J.N.Market S.O, Khiddirpore SO, Watgunge SO",+91 98836 52933,N/A,4.8,68,"51, College Rd, Botanical Garden Area, Howrah, West Bengal 711103",Botanical Garden Area,22.5587479,88.3085842,ChIJrX7_wst5AjoRg-u0lKKyE6M,https://www.google.com/maps/place/?q=place_id:ChIJrX7_wst5AjoRg-u0lKKyE6M,part_312,2026-09-20 20:52:37
