business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Famous Gents parlour- ||Hair dresser||Salon||Barber Shop|| men's Beauty parlour||Hair cutting||Men's salon||Skin care||,Unisex Salon,Beauty Parlour,"Beauty Parlour, Barber shop, Hairdresser",713384,West Bengal Circle,South Bengal Region,Asansol Division,Parasea SO,+91 98309 32080,N/A,4.9,17,"Nanna hospital road, near Yubak sangha club, Dighirpar, Halisahar, Kanchrapara, West Bengal 743135","Dighirpar, Halisahar",22.916974399999997,88.4434871,ChIJ7d-A8J6V-DkR_46nWofgCtk,https://www.google.com/maps/place/?q=place_id:ChIJ7d-A8J6V-DkR_46nWofgCtk,part_320,2026-09-20 20:38:10
