business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Balaji Industrial Products | Wholesale Fasteners | Nuts and Bolts Supplier | Best Industrial Hardware Store in Hubli,Industrial Hardware and Fasteners,Fastener supplier,"Fastener supplier, Hardware store",713407,West bengal circle,South Bengal Region,Burdwan Division,"Balgona BO, Begut BO, Bonogram BO",+91 89040 52126,N/A,4.7,38,"SHED NO. C442 1st cross, Industrial Estate Gokul Rd, near KEB 2nd Gate, Hubballi, Karnataka 580030",Industrial Estate,15.3538894,75.1115938,ChIJP1hh3ajXuDsRxQsk54YCXyc,https://www.google.com/maps/place/?q=place_id:ChIJP1hh3ajXuDsRxQsk54YCXyc,part_320,2026-09-20 20:44:12
