business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Clock8 Tattoo Studio | Best Tattoo parlour in Uluberia | Tattoo Artist Near Me | Uluberia Tattoo |,Tattoo and Nail Art Studio,Tattoo shop,"Tattoo shop, Body piercing shop",711410,West Bengal Circle,South Bengal Region,Howrah Division,"Munshirhat SO, Debandi BO, Dhurkhali BO",+91 62896 25550,https://clock8tattoo.com/,5,,"NH16, Service Rd, near COFFEE HOUSECLASSIC & RELIANCE SMART, Monsatala, Uluberia, Howrah, West Bengal 711316","Monsatala, Uluberia",22.487645999999998,88.1110163,ChIJrcDiJF-JAjoRjZ6tlf4vQcU,https://www.google.com/maps/place/?q=place_id:ChIJrcDiJF-JAjoRjZ6tlf4vQcU,part_316,2026-09-20 20:41:25
