business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Givni Private Limited || Software App Digital Marketing Company,Lead Generation Agencies,Software company,Software company,711226,West Bengal Circle,South Bengal Region,Howrah Division,"Udaynarayanpur SO, Bairakurchi BO, Gaza BO",+91 98359 42411,https://givni.in/,,,"New Town, Rajarhat Main Rd, Chotto Chandpur, Bishnupur, Kolkata, West Bengal 700135","Chotto Chandpur, Bishnupur",22.625365,88.49010439999999,ChIJ8fCNNOeh-DkRDjtjSlfzviw,https://www.google.com/maps/place/?q=place_id:ChIJ8fCNNOeh-DkRDjtjSlfzviw,part_316,2026-09-20 20:25:17
