business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Computer, laptop, CCTV repair || Mactech Enterprise",Computer Sales and Laptop Repair,Computer repair service,"Computer repair service, Computer service, Printer ink refill store",711322,West Bengal Circle,South Bengal Region,Howrah Division,"Panchla SO, Banharishpur BO, Beldubi BO",+91 90386 65278,N/A,5,,"Kolorah girls High School, Howrah, Kalara, West Bengal 711411",711322,22.6009206,88.1928909,ChIJC2TUHsSB-DkRZGjkWOp6aaU,https://www.google.com/maps/place/?q=place_id:ChIJC2TUHsSB-DkRZGjkWOp6aaU,part_316,2026-09-20 20:36:15
