business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
NO LIMITS FITNESS,Fitness Chains,Gym,Gym,711308,West Bengal Circle,South Bengal Region,Howrah Division,Chengail SO,+91 99030 65709,"https://www.google.co.in/search?ibp=gwp;0,7&q=NO+LIMITS+FITNESS&ludocid=3276379641035259573&lsig=AB86z5Uc9t50h-JnB0ZLcEBvv24_",4.9,130,"6, Durgadas Singha Lane, Khuthi lane, Howrah, West Bengal 711101",Khuthi lane,22.5798024,88.3309207,ChIJVWffc8J3AjoRtX46rewJeC0,https://www.google.com/maps/place/?q=place_id:ChIJVWffc8J3AjoRtX46rewJeC0,part_316,2026-09-20 20:30:30
