business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Tulsi Marriage Hall ;Lodge,Banquet Hall,Villa,Villa,712602,West Bengal Circle,South Bengal Region,Hooghly North Division,"Chandur SO Hooghly, Bajua BO, Bhadur BO",N/A,N/A,4.6,14,"2Q2R+8MC, Keunta Rd, Keunta, Kalui, West Bengal 713427",Keunta,23.000802699999998,87.7916441,ChIJVWjRJSY_-DkRKklnfoEKCBs,https://www.google.com/maps/place/?q=place_id:ChIJVWjRJSY_-DkRKklnfoEKCBs,part_318,2026-09-20 20:32:03
