business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"The Rocky Gym || Ac,Unisex Body fitnees Centre in Dankuni",Fitness Chains,Gym,Gym,712245,West Bengal Circle,South Bengal Region,Hooghly South Division,"Makhla SO, Raghunathpur BO, Rajendra Avenue BO",+91 72783 01808,N/A,4.5,152,"2nd floor, Kalipur, near ICICI Bank, Dankuni, West Bengal 712311",Station Pally,22.681937899999998,88.2789505,ChIJAV_juDCD-DkRBJ6ElIm_8JA,https://www.google.com/maps/place/?q=place_id:ChIJAV_juDCD-DkRBJ6ElIm_8JA,part_317,2026-09-20 20:35:46
