business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Royal Security Service | Best Security Service in Kolkata | Bouncer | | Best Bodyguard Services in Kolkata,Security Guard Agency,Security service,"Security service, House cleaning service",712148,West Bengal Circle,South Bengal Region,Hooghly North Division,"Magra SO, Akna BO, Barunanpara BO",+91 97323 15056,https://royalssecurityservice.com/,4.8,,"Premises No. 94, 2, MOTILAL COLONY, PO ITLAGACHA, P.O, Italgacha, P.S, Dum Dum, Kolkata, West Bengal 700079","Italgacha, Motilal Colony, P.S, Dum Dum",22.643982599999998,88.431691,ChIJEWJvWGWf-DkRSfQ8M2kR0f0,https://www.google.com/maps/place/?q=place_id:ChIJEWJvWGWf-DkRSfQ8M2kR0f0,part_317,2026-09-20 20:26:49
