business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
ISHIKA'S DOOR || PERSONALISED GIFT SHOP,Gifting,Gift shop,"Gift shop, Corporate gift supplier, Novelty store",712248,West Bengal Circle,South Bengal Region,Hooghly South Division,"Rishra SO, Bangurpark SO, Gandhisarak SO",N/A,N/A,4.9,,"156, PN Mukherjee Rd, Natunpara, Jole Doba Para, Khardah, Khardaha, West Bengal 700116","Natunpara, Jole Doba Para, Khardah",22.7188816,88.3691285,ChIJowbqQNyb-DkRJra3Eym9l4E,https://www.google.com/maps/place/?q=place_id:ChIJowbqQNyb-DkRJra3Eym9l4E,part_317,2026-09-20 20:37:22
