business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
REHAB-IT Physiotherapy and Sports Injury Center | Best Physiotherapy Center in Kolkata,Orthopedic and Physiotherapy Clinic,Physiotherapy Center,Physiotherapy Center,712248,West Bengal Circle,South Bengal Region,Hooghly South Division,"Rishra SO, Bangurpark SO, Gandhisarak SO",+91 84203 38141,https://www.instagram.com/_rehab_it?igsh=ZnZtZTd3bmoxY2Fm,4.9,91,"76, Thana Road, Panchanntala, Jole Doba Para, Khardah, Kolkata, Khardaha, West Bengal 700116","Panchanntala, Jole Doba Para, Khardah",22.7218754,88.3719028,ChIJIxI51mCb-DkRUcE654o0afA,https://www.google.com/maps/place/?q=place_id:ChIJIxI51mCb-DkRUcE654o0afA,part_317,2026-09-20 20:37:06
