business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Bibhas Barui || Neuro-physiotherapist,Therapy Center,Physiotherapist,"Physiotherapist, Neurophysiologist",712248,West Bengal Circle,South Bengal Region,Hooghly South Division,"Rishra SO, Bangurpark SO, Gandhisarak SO",+91 89673 44050,https://physiobibhasbarui.com/,5,,"near Itkhola Durga Puja, Bose Para, Khardah, Itkhola, Kolkata, West Bengal 700117","Bose Para, Khardah",22.724037,88.3703331,ChIJbxrYDl-b-DkRni-7M_EElwk,https://www.google.com/maps/place/?q=place_id:ChIJbxrYDl-b-DkRni-7M_EElwk,part_317,2026-09-20 20:37:20
