business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Krishnanunni | Freelance Digital Marketer in Trivandrum,Growth Marketing,Marketing consultant,"Marketing consultant, Service establishment",695561,Kerala Circle,Trivandrum HQ Region,Trivandrum South Division,"Pazhakutty SO, Irinchayam BO, Panayamuttom BO",+91 80752 49388,https://bykrishnanunni.com/,,,"Krishnanunni | Freelance Digital Marketer in Trivandrum, 695561, India",695561,10.5442763,76.1383668,ChIJuRLZg-m5NycRsJlmvLyL8r4,https://www.google.com/maps/place/?q=place_id:ChIJuRLZg-m5NycRsJlmvLyL8r4,part_311,2026-09-20 20:44:31
