business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Camfreakzz | Event Management Company | India,Tradeshows,Event management company,"Event management company, Service establishment",695502,Kerala Circle,Trivandrum HQ Region,Trivandrum South Division,"Parassala SO, Ayira BO, Cheruvarakonam BO",+91 82485 66716,N/A,5,6,"Camfreakzz | Event Management Company | India, 695502, India",695502,10.8211663,77.6054419,ChIJi8IYaJyrBTsRkf-76U7TnwY,https://www.google.com/maps/place/?q=place_id:ChIJi8IYaJyrBTsRkf-76U7TnwY,part_311,2026-09-20 20:26:54
